,Okres,Kraj,OborPece,PocetPoskytovatelu
2221,Jablonec nad Nisou,Liberecký kraj,Klinický psycholog,5
2222,Jablonec nad Nisou,Liberecký kraj,Odborný pracovník v laboratorních  metodách a přípravě léčivých přípravků,1
2223,Jablonec nad Nisou,Liberecký kraj,Optometrista,8
2224,Jablonec nad Nisou,Liberecký kraj,Všeobecná sestra,6
2225,Jablonec nad Nisou,Liberecký kraj,"Všeobecná sestra, Všeobecná sestra",1
2226,Jablonec nad Nisou,Liberecký kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1
2227,Jablonec nad Nisou,Liberecký kraj,"Všeobecná sestra, všeobecné praktické lékařství",1
2228,Jablonec nad Nisou,Liberecký kraj,Zubní technik,6
2229,Jablonec nad Nisou,Liberecký kraj,"Zubní technik, zubní lékařství",1
2230,Jablonec nad Nisou,Liberecký kraj,alergologie a klinická imunologie,3
2231,Jablonec nad Nisou,Liberecký kraj,anesteziologie a intenzivní medicína,6
2232,Jablonec nad Nisou,Liberecký kraj,chirurgie,9
2233,Jablonec nad Nisou,Liberecký kraj,"chirurgie, cévní chirurgie",1
2234,Jablonec nad Nisou,Liberecký kraj,dermatovenerologie,5
2235,Jablonec nad Nisou,Liberecký kraj,"dětská neurologie, Fyzioterapeut, Klinický logoped, Klinický psycholog, dětská a dorostová psychiatrie, praktické lékařství pro děti a dorost, neurologie",1
2236,Jablonec nad Nisou,Liberecký kraj,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",1
2237,Jablonec nad Nisou,Liberecký kraj,gynekologie a porodnictví,12
2238,Jablonec nad Nisou,Liberecký kraj,"gynekologie dětí a dospívajících, gynekologie a porodnictví",1
2239,Jablonec nad Nisou,Liberecký kraj,hematologie a transfúzní lékařství,1
2240,Jablonec nad Nisou,Liberecký kraj,kardiologie,1
2241,Jablonec nad Nisou,Liberecký kraj,klinická biochemie,1
2242,Jablonec nad Nisou,Liberecký kraj,neurologie,2
2243,Jablonec nad Nisou,Liberecký kraj,oftalmologie,6
2244,Jablonec nad Nisou,Liberecký kraj,"ortodoncie, zubní lékařství",1
2245,Jablonec nad Nisou,Liberecký kraj,ortopedie a traumatologie pohybového ústrojí,6
2246,Jablonec nad Nisou,Liberecký kraj,otorinolaryngologie a chirurgie hlavy a krku,2
2247,Jablonec nad Nisou,Liberecký kraj,"paliativní medicína, všeobecné praktické lékařství",1
2248,Jablonec nad Nisou,Liberecký kraj,plastická chirurgie,1
2249,Jablonec nad Nisou,Liberecký kraj,pneumologie a ftizeologie,1
2250,Jablonec nad Nisou,Liberecký kraj,praktické lékařství pro děti a dorost,17
2251,Jablonec nad Nisou,Liberecký kraj,"praktické lékařství pro děti a dorost, alergologie a klinická imunologie",1
2252,Jablonec nad Nisou,Liberecký kraj,praktické lékárenství,19
2253,Jablonec nad Nisou,Liberecký kraj,psychiatrie,4
2254,Jablonec nad Nisou,Liberecký kraj,"psychosomatika, psychiatrie",2
2255,Jablonec nad Nisou,Liberecký kraj,radiologie a zobrazovací metody,2
2256,Jablonec nad Nisou,Liberecký kraj,"radiologie a zobrazovací metody, chirurgie",2
2257,Jablonec nad Nisou,Liberecký kraj,rehabilitační a fyzikální medicína,4
2258,Jablonec nad Nisou,Liberecký kraj,revmatologie,1
2259,Jablonec nad Nisou,Liberecký kraj,"urogynekologie, gynekologie a porodnictví",1
2260,Jablonec nad Nisou,Liberecký kraj,urologie,3
2261,Jablonec nad Nisou,Liberecký kraj,vnitřní lékařství,2
2262,Jablonec nad Nisou,Liberecký kraj,"vnitřní lékařství, endokrinologie a diabetologie",1
2263,Jablonec nad Nisou,Liberecký kraj,"vnitřní lékařství, kardiologie",1
2264,Jablonec nad Nisou,Liberecký kraj,"vnitřní lékařství, urologie, radiologie a zobrazovací metody, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, chirurgie, gynekologie a porodnictví, dětské lékařství, anesteziologie a intenzivní medicína",1
2265,Jablonec nad Nisou,Liberecký kraj,všeobecné praktické lékařství,43
2266,Jablonec nad Nisou,Liberecký kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1
2267,Jablonec nad Nisou,Liberecký kraj,"všeobecné praktické lékařství, vnitřní lékařství",4
2268,Jablonec nad Nisou,Liberecký kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství",1
2269,Jablonec nad Nisou,Liberecký kraj,zubní lékařství,41
2270,Jeseník,Olomoucký kraj,"Adiktolog, Adiktolog",1
2271,Jeseník,Olomoucký kraj,Dentální hygienistka,2
2272,Jeseník,Olomoucký kraj,Fyzioterapeut,7
2273,Jeseník,Olomoucký kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",2
2274,Jeseník,Olomoucký kraj,Klinický logoped,3
2275,Jeseník,Olomoucký kraj,Klinický psycholog,6
2276,Jeseník,Olomoucký kraj,"Klinický psycholog, návykové nemoci, dětská a dorostová psychiatrie, psychiatrie",1
2277,Jeseník,Olomoucký kraj,"Klinický psycholog, psychiatrie",1
2278,Jeseník,Olomoucký kraj,"Nutriční terapeut, Ergoterapeut, Všeobecná sestra, Všeobecná sestra, dětská kardiologie, zubní lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, nefrologie, klinická biochemie, kardiologie, chirurgie, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, gynekologie a porodnictví, geriatrie, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, anesteziologie a intenzivní medicína",1
2279,Jeseník,Olomoucký kraj,Optometrista,2
2280,Jeseník,Olomoucký kraj,Všeobecná sestra,4
2281,Jeseník,Olomoucký kraj,"Všeobecná sestra, Všeobecná sestra",3
2282,Jeseník,Olomoucký kraj,Zubní technik,4
2283,Jeseník,Olomoucký kraj,Zubní technik pro fixní a snímatelné náhrady,1
2284,Jeseník,Olomoucký kraj,"Zubní technik, zubní lékařství",1
2285,Jeseník,Olomoucký kraj,anesteziologie a intenzivní medicína,1
2286,Jeseník,Olomoucký kraj,chirurgie,1
2287,Jeseník,Olomoucký kraj,dermatovenerologie,1
2288,Jeseník,Olomoucký kraj,gynekologie a porodnictví,6
2289,Jeseník,Olomoucký kraj,"gynekologie dětí a dospívajících, gynekologie a porodnictví",1
2290,Jeseník,Olomoucký kraj,"gynekologie dětí a dospívajících, rehabilitační a fyzikální medicína, gynekologie a porodnictví",1
2291,Jeseník,Olomoucký kraj,hematologie a transfúzní lékařství,1
2292,Jeseník,Olomoucký kraj,"klinická biochemie, hematologie a transfúzní lékařství",1
2293,Jeseník,Olomoucký kraj,klinická onkologie,1
2294,Jeseník,Olomoucký kraj,"klinická osteologie, revmatologie",1
2295,Jeseník,Olomoucký kraj,nemocniční lékárenství,1
2296,Jeseník,Olomoucký kraj,neurologie,1
2297,Jeseník,Olomoucký kraj,"návykové nemoci, návykové nemoci, všeobecné praktické lékařství, psychiatrie, psychiatrie, psychiatrie",1
2298,Jeseník,Olomoucký kraj,oftalmologie,2
2299,Jeseník,Olomoucký kraj,ortodoncie,2
2300,Jeseník,Olomoucký kraj,ortopedie a traumatologie pohybového ústrojí,2
2301,Jeseník,Olomoucký kraj,"ortopedie a traumatologie pohybového ústrojí, chirurgie",1
2302,Jeseník,Olomoucký kraj,otorinolaryngologie a chirurgie hlavy a krku,1
2303,Jeseník,Olomoucký kraj,pneumologie a ftizeologie,1
2304,Jeseník,Olomoucký kraj,praktické lékařství pro děti a dorost,10
2305,Jeseník,Olomoucký kraj,praktické lékárenství,7
2306,Jeseník,Olomoucký kraj,psychiatrie,2
2307,Jeseník,Olomoucký kraj,radiologie a zobrazovací metody,1
2308,Jeseník,Olomoucký kraj,rehabilitační a fyzikální medicína,1
2309,Jeseník,Olomoucký kraj,"rehabilitační a fyzikální medicína, pneumologie a ftizeologie, otorinolaryngologie a chirurgie hlavy a krku, dětské lékařství",1
2310,Jeseník,Olomoucký kraj,"urgentní medicína, anesteziologie a intenzivní medicína",1
2311,Jeseník,Olomoucký kraj,urologie,2
2312,Jeseník,Olomoucký kraj,"vnitřní lékařství, endokrinologie a diabetologie",4
2313,Jeseník,Olomoucký kraj,"vnitřní lékařství, psychiatrie, dermatovenerologie",1
2314,Jeseník,Olomoucký kraj,"vnitřní lékařství, psychiatrie, klinická onkologie, dětské lékařství, dermatovenerologie",1
2315,Jeseník,Olomoucký kraj,"vnitřní lékařství, rehabilitační a fyzikální medicína, psychiatrie, dermatovenerologie",10
2316,Jeseník,Olomoucký kraj,"vnitřní lékařství, rehabilitační a fyzikální medicína, psychiatrie, dermatovenerologie, dermatovenerologie",1
2317,Jeseník,Olomoucký kraj,všeobecné praktické lékařství,19
2318,Jeseník,Olomoucký kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1
2319,Jeseník,Olomoucký kraj,"všeobecné praktické lékařství, vnitřní lékařství",1
2320,Jeseník,Olomoucký kraj,"všeobecné praktické lékařství, vnitřní lékařství, endokrinologie a diabetologie",1
2321,Jeseník,Olomoucký kraj,zubní lékařství,19
2322,Jeseník,Olomoucký kraj,"zubní lékařství, zubní lékařství",1
2323,Jihlava,Kraj Vysočina,Adiktolog,1
2324,Jihlava,Kraj Vysočina,Dentální hygienistka,5
2325,Jihlava,Kraj Vysočina,"Dentální hygienistka, ortodoncie",1
2326,Jihlava,Kraj Vysočina,"Dentální hygienistka, ortodoncie, zubní lékařství",1
2327,Jihlava,Kraj Vysočina,"Dentální hygienistka, orální a maxilofaciální chirurgie, zubní lékařství",1
2328,Jihlava,Kraj Vysočina,"Dentální hygienistka, zubní lékařství",6
2329,Jihlava,Kraj Vysočina,Fyzioterapeut,13
2330,Jihlava,Kraj Vysočina,"Fyzioterapeut, Klinický logoped, zubní lékařství, urologie, radiologie a zobrazovací metody, psychiatrie, dermatovenerologie",1
2331,Jihlava,Kraj Vysočina,"Fyzioterapeut, Klinický psycholog, dětské lékařství",1
2332,Jihlava,Kraj Vysočina,"Fyzioterapeut, rehabilitační a fyzikální medicína",1
2333,Jihlava,Kraj Vysočina,"Fyzioterapeut, rehabilitační a fyzikální medicína, neurologie",1
2334,Jihlava,Kraj Vysočina,"Fyzioterapeut, všeobecné praktické lékařství, všeobecné praktické lékařství",1
2335,Jihlava,Kraj Vysočina,Klinický logoped,3
2336,Jihlava,Kraj Vysočina,"Klinický logoped, vnitřní lékařství, revmatologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, pneumologie a ftizeologie, klinická biochemie, hematologie a transfúzní lékařství, gastroenterologie, endokrinologie a diabetologie",1
2337,Jihlava,Kraj Vysočina,Klinický psycholog,3
2338,Jihlava,Kraj Vysočina,"Klinický psycholog, Klinický psycholog, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Všeobecná sestra, Všeobecná sestra, psychiatrie, psychiatrie",1
2339,Jihlava,Kraj Vysočina,"Klinický psycholog, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, sexuologie, návykové nemoci, návykové nemoci, návykové nemoci, gerontopsychiatrie, nemocniční lékárenství, vnitřní lékařství, vnitřní lékařství, urologie, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, psychiatrie, psychiatrie, oftalmologie, neurologie, chirurgie, gynekologie a porodnictví, endokrinologie a diabetologie, dermatovenerologie",1
2340,Jihlava,Kraj Vysočina,"Odborný pracovník v laboratorních  metodách a přípravě léčivých přípravků, Asistent ochrany a podpory veřejného zdraví, Zdravotní laborant",1
2341,Jihlava,Kraj Vysočina,Optometrista,6
2342,Jihlava,Kraj Vysočina,"Optometrista, oftalmologie",1
2343,Jihlava,Kraj Vysočina,Porodní asistentka,3
2344,Jihlava,Kraj Vysočina,Všeobecná sestra,5
2345,Jihlava,Kraj Vysočina,"Všeobecná sestra, Všeobecná sestra",3
2346,Jihlava,Kraj Vysočina,"Všeobecná sestra, Všeobecná sestra, paliativní medicína, paliativní medicína",1
2347,Jihlava,Kraj Vysočina,"Všeobecná sestra, paliativní medicína, paliativní medicína",1
2348,Jihlava,Kraj Vysočina,"Zdravotní laborant pro alergologii a klinickou imunologii, lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství",2
2349,Jihlava,Kraj Vysočina,Zubní technik,19
2350,Jihlava,Kraj Vysočina,"Zubní technik, zubní lékařství",1
2351,Jihlava,Kraj Vysočina,alergologie a klinická imunologie,3
2352,Jihlava,Kraj Vysočina,algeziologie,1
2353,Jihlava,Kraj Vysočina,"angiologie, kardiologie",1
2354,Jihlava,Kraj Vysočina,chirurgie,9
2355,Jihlava,Kraj Vysočina,"chirurgie, chirurgie",2
2356,Jihlava,Kraj Vysočina,dermatovenerologie,8
2357,Jihlava,Kraj Vysočina,"dermatovenerologie, cévní chirurgie",1
2358,Jihlava,Kraj Vysočina,"dětská a dorostová psychiatrie, psychiatrie",1
2359,Jihlava,Kraj Vysočina,dětská kardiologie,1
2360,Jihlava,Kraj Vysočina,"dětská neurologie, Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, Klinický logoped, Klinický psycholog, Nutriční terapeut, urgentní medicína, urgentní medicína, tělovýchovné lékařství, paliativní medicína, paliativní medicína, onkochirurgie, onkochirurgie, onkochirurgie, onkogynekologie, onkogynekologie, neonatologie, neonatologie, neonatologie, medicína dlouhodobé péče, foniatrie, dětská nefrologie, dětská kardiologie, angiologie, nemocniční lékárenství, klinická farmacie, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, traumatologie, traumatologie, traumatologie, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, radiační onkologie, radiační onkologie, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, plastická chirurgie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, neurologie, neurologie, neurologie, nefrologie, lékařská mikrobiologie, lékařská genetika, lékařská genetika, klinická onkologie, klinická onkologie, klinická biochemie, kardiologie, kardiologie, kardiologie, infekční lékařství, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětská chirurgie, dermatovenerologie, dermatovenerologie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1
2361,Jihlava,Kraj Vysočina,"dětská neurologie, neurologie",2
2362,Jihlava,Kraj Vysočina,endokrinologie a diabetologie,1
2363,Jihlava,Kraj Vysočina,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",1
2364,Jihlava,Kraj Vysočina,gynekologie a porodnictví,17
2365,Jihlava,Kraj Vysočina,"gynekologie a porodnictví, gynekologie a porodnictví",2
2366,Jihlava,Kraj Vysočina,"gynekologie a porodnictví, gynekologie a porodnictví, dermatovenerologie",1
2367,Jihlava,Kraj Vysočina,hematologie a transfúzní lékařství,1
2368,Jihlava,Kraj Vysočina,hygiena a epidemiologie,1
2369,Jihlava,Kraj Vysočina,kardiologie,3
2370,Jihlava,Kraj Vysočina,klinická biochemie,3
2371,Jihlava,Kraj Vysočina,lékařská genetika,1
2372,Jihlava,Kraj Vysočina,"lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství, alergologie a klinická imunologie",1
2373,Jihlava,Kraj Vysočina,neurologie,5
2374,Jihlava,Kraj Vysočina,"návykové nemoci, psychiatrie",1
2375,Jihlava,Kraj Vysočina,oftalmologie,8
2376,Jihlava,Kraj Vysočina,ortodoncie,3
2377,Jihlava,Kraj Vysočina,"ortodoncie, zubní lékařství",2
2378,Jihlava,Kraj Vysočina,ortopedie a traumatologie pohybového ústrojí,11
2379,Jihlava,Kraj Vysočina,otorinolaryngologie a chirurgie hlavy a krku,5
2380,Jihlava,Kraj Vysočina,"pediatrie, pediatrie",1
2381,Jihlava,Kraj Vysočina,"plastická chirurgie, plastická chirurgie, chirurgie, chirurgie",1
2382,Jihlava,Kraj Vysočina,pneumologie a ftizeologie,2
2383,Jihlava,Kraj Vysočina,"pracovní lékařství, všeobecné praktické lékařství, všeobecné praktické lékařství",1
2384,Jihlava,Kraj Vysočina,"praktické lékařství pro děti a dorost, praktické lékařství pro děti a dorost",19
2385,Jihlava,Kraj Vysočina,praktické lékárenství,24
2386,Jihlava,Kraj Vysočina,psychiatrie,10
2387,Jihlava,Kraj Vysočina,radiologie a zobrazovací metody,1
2388,Jihlava,Kraj Vysočina,rehabilitační a fyzikální medicína,2
2389,Jihlava,Kraj Vysočina,revmatologie,1
2390,Jihlava,Kraj Vysočina,"sexuologie, psychiatrie",1
2391,Jihlava,Kraj Vysočina,tělovýchovné lékařství,2
2392,Jihlava,Kraj Vysočina,"urogynekologie, gynekologie a porodnictví",3
2393,Jihlava,Kraj Vysočina,urologie,4
2394,Jihlava,Kraj Vysočina,"urologie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, gynekologie a porodnictví",1
2395,Jihlava,Kraj Vysočina,vnitřní lékařství,1
2396,Jihlava,Kraj Vysočina,"vnitřní lékařství, endokrinologie a diabetologie",6
2397,Jihlava,Kraj Vysočina,"vnitřní lékařství, gastroenterologie",3
2398,Jihlava,Kraj Vysočina,"vnitřní lékařství, kardiologie",1
2399,Jihlava,Kraj Vysočina,"vnitřní lékařství, kardiologie, infekční lékařství",1
2400,Jihlava,Kraj Vysočina,"vnitřní lékařství, revmatologie",1
2401,Jihlava,Kraj Vysočina,všeobecné praktické lékařství,2
2402,Jihlava,Kraj Vysočina,"všeobecné praktické lékařství, všeobecné praktické lékařství",67
2403,Jihlava,Kraj Vysočina,"všeobecné praktické lékařství, všeobecné praktické lékařství, praktické lékařství pro děti a dorost, praktické lékařství pro děti a dorost",5
2404,Jihlava,Kraj Vysočina,"všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství",1
2405,Jihlava,Kraj Vysočina,zubní lékařství,42
2406,Jihlava,Kraj Vysočina,"zubní lékařství, zubní lékařství",1
2407,Jindřichův Hradec,Jihočeský kraj,Fyzioterapeut,13
2408,Jindřichův Hradec,Jihočeský kraj,"Fyzioterapeut, Fyzioterapeut",3
2409,Jindřichův Hradec,Jihočeský kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra, paliativní medicína",1
2410,Jindřichův Hradec,Jihočeský kraj,"Fyzioterapeut, praktické lékařství pro děti a dorost, ortopedie a traumatologie pohybového ústrojí",1
2411,Jindřichův Hradec,Jihočeský kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",1
2412,Jindřichův Hradec,Jihočeský kraj,"Fyzioterapeut, vnitřní lékařství, rehabilitační a fyzikální medicína",1
2413,Jindřichův Hradec,Jihočeský kraj,"Fyzioterapeut, vnitřní lékařství, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, alergologie a klinická imunologie",1
2414,Jindřichův Hradec,Jihočeský kraj,"Fyzioterapeut, všeobecné praktické lékařství",1
2415,Jindřichův Hradec,Jihočeský kraj,Klinický logoped,3
2416,Jindřichův Hradec,Jihočeský kraj,Klinický psycholog,3
2417,Jindřichův Hradec,Jihočeský kraj,Optometrista,9
2418,Jindřichův Hradec,Jihočeský kraj,Všeobecná sestra,8
2419,Jindřichův Hradec,Jihočeský kraj,"Všeobecná sestra, Všeobecná sestra",1
2420,Jindřichův Hradec,Jihočeský kraj,"Všeobecná sestra, všeobecné praktické lékařství",1
2421,Jindřichův Hradec,Jihočeský kraj,Zubní technik,20
2422,Jindřichův Hradec,Jihočeský kraj,"Zubní technik, zubní lékařství, zubní lékařství",2
2423,Jindřichův Hradec,Jihočeský kraj,alergologie a klinická imunologie,1
2424,Jindřichův Hradec,Jihočeský kraj,"algeziologie, chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína",1
2425,Jindřichův Hradec,Jihočeský kraj,anesteziologie a intenzivní medicína,3
2426,Jindřichův Hradec,Jihočeský kraj,"angiologie, vnitřní lékařství, kardiologie, endokrinologie a diabetologie",1
2427,Jindřichův Hradec,Jihočeský kraj,chirurgie,4
2428,Jindřichův Hradec,Jihočeský kraj,"chirurgie, chirurgie, cévní chirurgie, cévní chirurgie",1
2429,Jindřichův Hradec,Jihočeský kraj,"chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína",1
2430,Jindřichův Hradec,Jihočeský kraj,cévní chirurgie,1
2431,Jindřichův Hradec,Jihočeský kraj,dermatovenerologie,2
2432,Jindřichův Hradec,Jihočeský kraj,"dětská a dorostová psychiatrie, psychiatrie",1
2433,Jindřichův Hradec,Jihočeský kraj,dětská kardiologie,1
2434,Jindřichův Hradec,Jihočeský kraj,dětská neurologie,1
2435,Jindřichův Hradec,Jihočeský kraj,"dětská neurologie, gynekologie dětí a dospívajících, Fyzioterapeut, Fyzioterapeut, Nutriční terapeut, Ortoptista, Ergoterapeut, Všeobecná sestra, sexuologie, paliativní medicína, paliativní medicína, neonatologie, neonatologie, angiologie, algeziologie, nemocniční lékárenství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, revmatologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, neurologie, nefrologie, nefrologie, nefrologie, lékařská mikrobiologie, klinická onkologie, klinická biochemie, kardiologie, chirurgie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dermatovenerologie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
2436,Jindřichův Hradec,Jihočeský kraj,dětské lékařství,2
2437,Jindřichův Hradec,Jihočeský kraj,endokrinologie a diabetologie,3
2438,Jindřichův Hradec,Jihočeský kraj,epidemiologie,1
2439,Jindřichův Hradec,Jihočeský kraj,gynekologie a porodnictví,24
2440,Jindřichův Hradec,Jihočeský kraj,kardiologie,1
2441,Jindřichův Hradec,Jihočeský kraj,klinická biochemie,1
2442,Jindřichův Hradec,Jihočeský kraj,neurologie,3
2443,Jindřichův Hradec,Jihočeský kraj,oftalmologie,6
2444,Jindřichův Hradec,Jihočeský kraj,"ortodoncie, zubní lékařství",1
2445,Jindřichův Hradec,Jihočeský kraj,ortopedie a traumatologie pohybového ústrojí,2
2446,Jindřichův Hradec,Jihočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,4
2447,Jindřichův Hradec,Jihočeský kraj,"plastická chirurgie, chirurgie",2
2448,Jindřichův Hradec,Jihočeský kraj,pneumologie a ftizeologie,2
2449,Jindřichův Hradec,Jihočeský kraj,"pneumologie a ftizeologie, anesteziologie a intenzivní medicína",2
2450,Jindřichův Hradec,Jihočeský kraj,praktické lékařství pro děti a dorost,20
2451,Jindřichův Hradec,Jihočeský kraj,"praktické lékařství pro děti a dorost, alergologie a klinická imunologie",1
2452,Jindřichův Hradec,Jihočeský kraj,praktické lékárenství,1
2453,Jindřichův Hradec,Jihočeský kraj,psychiatrie,3
2454,Jindřichův Hradec,Jihočeský kraj,radiologie a zobrazovací metody,1
2455,Jindřichův Hradec,Jihočeský kraj,rehabilitační a fyzikální medicína,4
2456,Jindřichův Hradec,Jihočeský kraj,"rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína",3
2457,Jindřichův Hradec,Jihočeský kraj,revmatologie,2
2458,Jindřichův Hradec,Jihočeský kraj,"revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína",1
2459,Jindřichův Hradec,Jihočeský kraj,urologie,1
2460,Jindřichův Hradec,Jihočeský kraj,"urologie, ortopedie a traumatologie pohybového ústrojí, neurologie, dermatovenerologie",1
2461,Jindřichův Hradec,Jihočeský kraj,"urologie, pneumologie a ftizeologie, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, oftalmologie",1
2462,Jindřichův Hradec,Jihočeský kraj,vnitřní lékařství,3
2463,Jindřichův Hradec,Jihočeský kraj,"vnitřní lékařství, endokrinologie a diabetologie",1
2464,Jindřichův Hradec,Jihočeský kraj,"vnitřní lékařství, gastroenterologie",1
2465,Jindřichův Hradec,Jihočeský kraj,"vnitřní lékařství, kardiologie",1
2466,Jindřichův Hradec,Jihočeský kraj,"vnitřní lékařství, nefrologie",1
2467,Jindřichův Hradec,Jihočeský kraj,všeobecné praktické lékařství,42
2468,Jindřichův Hradec,Jihočeský kraj,"všeobecné praktické lékařství, chirurgie",1
2469,Jindřichův Hradec,Jihočeský kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1
2470,Jindřichův Hradec,Jihočeský kraj,"všeobecné praktické lékařství, vnitřní lékařství",2
2471,Jindřichův Hradec,Jihočeský kraj,"všeobecné praktické lékařství, vnitřní lékařství, praktické lékařství pro děti a dorost",1
2472,Jindřichův Hradec,Jihočeský kraj,zubní lékařství,17
2473,Jindřichův Hradec,Jihočeský kraj,"zubní lékařství, zubní lékařství",27
2474,Jindřichův Hradec,Jihočeský kraj,"zubní lékařství, zubní lékařství, anesteziologie a intenzivní medicína",1
2475,Jindřichův Hradec,Jihočeský kraj,"zubní lékařství, zubní lékařství, všeobecné praktické lékařství",1
2476,Jičín,Královéhradecký kraj,Dentální hygienistka,4
2477,Jičín,Královéhradecký kraj,"Dentální hygienistka, Zubní technik",1
2478,Jičín,Královéhradecký kraj,"Dentální hygienistka, zubní lékařství",2
2479,Jičín,Královéhradecký kraj,Fyzioterapeut,9
2480,Jičín,Královéhradecký kraj,"Fyzioterapeut, Ergoterapeut, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína",1
2481,Jičín,Královéhradecký kraj,"Fyzioterapeut, Fyzioterapeut",1
2482,Jičín,Královéhradecký kraj,"Fyzioterapeut, Porodní asistentka, Všeobecná sestra",1
2483,Jičín,Královéhradecký kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",4
2484,Jičín,Královéhradecký kraj,Klinický logoped,3
2485,Jičín,Královéhradecký kraj,Klinický psycholog,1
2486,Jičín,Královéhradecký kraj,"Klinický psycholog, psychiatrie, psychiatrie, nefrologie, nefrologie",1
2487,Jičín,Královéhradecký kraj,Optometrista,6
2488,Jičín,Královéhradecký kraj,Ortoptista,3
2489,Jičín,Královéhradecký kraj,Všeobecná sestra,12
2490,Jičín,Královéhradecký kraj,"Všeobecná sestra, Všeobecná sestra",2
2491,Jičín,Královéhradecký kraj,Zubní technik,6
2492,Jičín,Královéhradecký kraj,"Zubní technik, zubní lékařství",1
2493,Jičín,Královéhradecký kraj,alergologie a klinická imunologie,1
2494,Jičín,Královéhradecký kraj,"angiologie, vnitřní lékařství, kardiologie",1
2495,Jičín,Královéhradecký kraj,chirurgie,3
2496,Jičín,Královéhradecký kraj,dermatovenerologie,3
2497,Jičín,Královéhradecký kraj,"dětská dermatovenerologie, dermatovenerologie",1
